date,con_closing,act_closing,con_settlement,act_settlement,turnover,transaction,inventory,act_invent,con_invent
2020-01-08 00:00:00,501.4,508.1,501.5,508.3,148965.0,7570141.67,33898.0,19722.0,4416.0
2020-01-09 00:00:00,474.7,481.5,481.9,492.4,158033.0,7776721.83,33357.0,18810.0,4403.0
2020-01-10 00:00:00,471.1,479.1,474.3,479.1,107157.0,5130339.49,31431.0,19346.0,1536.0
2020-01-13 00:00:00,468.6,476.9,467.4,477.8,88992.0,4249823.35,32208.0,19966.0,1471.0
2020-01-14 00:00:00,456.8,465.4,464.1,470.2,105550.0,4958391.23,34520.0,21279.0,1285.0
2020-01-15 00:00:00,455.6,463.3,458.0,466.8,78433.0,3658476.58,36794.0,22468.0,1210.0
2020-01-16 00:00:00,453.0,463.6,469.2,462.3,81765.0,3778176.22,36932.0,22523.0,1044.0
2020-01-17 00:00:00,464.0,464.0,465.4,465.4,79075.0,3676874.84,35486.0,21731.0,21731.0
2020-01-20 00:00:00,466.0,466.0,466.0,466.0,72308.0,3367306.82,33318.0,19687.0,19687.0
2020-01-21 00:00:00,460.9,460.9,463.8,463.8,54767.0,2537740.8,31319.0,17884.0,17884.0
2020-01-22 00:00:00,459.8,459.8,461.0,461.0,64521.0,2973037.24,29687.0,15726.0,15726.0
2020-01-23 00:00:00,447.2,447.2,451.7,451.7,78599.0,3547523.8,26952.0,12402.0,12402.0
2020-02-03 00:00:00,415.5,415.5,415.5,415.5,2520.0,104190.92,26760.0,11922.0,11922.0
2020-02-04 00:00:00,397.5,397.5,394.4,394.4,45192.0,1789367.83,28763.0,10778.0,10778.0
2020-02-05 00:00:00,395.8,399.0,396.4,399.7,39749.0,1585256.26,35393.0,15851.0,10196.0
2020-02-06 00:00:00,403.8,409.1,402.2,407.6,43998.0,1788074.65,41011.0,19862.0,9047.0
2020-02-07 00:00:00,398.0,404.9,398.5,404.7,32354.0,1306992.05,45454.0,22730.0,8308.0
2020-02-10 00:00:00,393.6,399.9,393.1,399.1,34920.0,1392728.73,50596.0,25819.0,7260.0
2020-02-11 00:00:00,390.3,397.8,391.5,398.2,43934.0,1748705.68,58227.0,29091.0,6392.0
2020-02-12 00:00:00,395.4,403.3,393.8,401.6,51163.0,2053332.34,63388.0,31630.0,5216.0
2020-02-13 00:00:00,398.5,406.1,400.1,407.6,46296.0,1885796.27,64222.0,31478.0,4811.0
2020-02-14 00:00:00,399.8,408.2,400.5,407.8,34064.0,1388580.92,63015.0,30635.0,4493.0
2020-02-17 00:00:00,402.1,410.4,401.7,409.7,33438.0,1371432.32,64325.0,30722.0,4269.0
2020-02-18 00:00:00,397.5,406.0,400.4,407.8,33843.0,1381186.19,64007.0,30619.0,3538.0
2020-02-19 00:00:00,405.9,413.5,399.6,411.4,45807.0,1887511.24,63833.0,30238.0,3027.0
2020-02-20 00:00:00,412.0,419.6,412.9,419.6,38582.0,1620897.16,61988.0,29527.0,1756.0
2020-02-21 00:00:00,409.8,415.4,411.8,416.6,32442.0,1353791.28,61970.0,29196.0,1542.0
2020-02-24 00:00:00,393.0,400.2,395.4,401.2,42750.0,1720956.4,60717.0,26779.0,1449.0
2020-02-25 00:00:00,391.4,399.3,389.8,397.4,44653.0,1782627.13,62637.0,25393.0,1391.0
2020-02-26 00:00:00,375.0,382.4,377.8,387.1,60008.0,2337245.56,66401.0,24390.0,1361.0
2020-02-27 00:00:00,359.5,374.9,361.3,375.3,74728.0,2783614.58,70053.0,28092.0,1350.0
2020-02-28 00:00:00,346.5,360.0,349.9,363.2,79377.0,2860400.94,70547.0,28975.0,1311.0
2020-03-02 00:00:00,361.8,367.9,358.6,365.8,117602.0,4266898.53,75405.0,34047.0,18725.0
2020-03-03 00:00:00,370.7,376.5,372.7,378.5,82251.0,3095586.89,72574.0,33111.0,16677.0
2020-03-04 00:00:00,367.7,375.1,368.7,375.4,61543.0,2297963.46,76109.0,35218.0,16149.0
2020-03-05 00:00:00,366.2,373.7,366.5,374.0,52918.0,1973776.82,81144.0,39377.0,14563.0
2020-03-06 00:00:00,350.0,357.3,352.5,359.7,91630.0,3294061.76,85278.0,41188.0,13665.0
2020-03-09 00:00:00,331.3,338.1,331.3,338.1,752.0,25757.13,85112.0,41059.0,13621.0
2020-03-10 00:00:00,301.4,307.6,301.4,307.6,6265.0,198634.26,86586.0,40535.0,13571.0
2020-03-11 00:00:00,268.7,275.0,276.8,284.7,237670.0,6815028.4,97437.0,41637.0,9253.0
2020-03-12 00:00:00,253.3,261.1,254.0,262.2,161548.0,4276025.78,102109.0,41269.0,8359.0
2020-03-13 00:00:00,260.0,267.1,253.2,260.5,152628.0,4024940.25,102948.0,39007.0,7237.0
2020-03-16 00:00:00,240.3,248.2,248.4,256.2,151216.0,3917587.71,104486.0,38875.0,6413.0
2020-03-17 00:00:00,240.1,246.5,239.5,246.7,150619.0,3761256.54,108830.0,38530.0,6226.0
2020-03-18 00:00:00,229.4,241.0,229.0,243.5,125350.0,3028963.27,111835.0,42860.0,5596.0
2020-03-19 00:00:00,220.8,236.2,214.0,228.7,190213.0,4325052.54,112165.0,42325.0,4770.0
2020-03-20 00:00:00,235.4,251.5,231.8,247.4,144528.0,3545300.05,112150.0,43413.0,4741.0
2020-03-23 00:00:00,230.0,248.9,229.5,241.3,183803.0,4406774.52,117308.0,46833.0,4769.0
2020-03-24 00:00:00,244.6,260.0,239.5,258.5,151392.0,3893069.07,118039.0,45906.0,4318.0
2020-03-25 00:00:00,253.9,264.4,244.9,264.0,107966.0,2841520.09,115580.0,44839.0,2895.0
2020-03-26 00:00:00,245.6,258.7,253.6,261.5,103340.0,2699786.2,116982.0,43094.0,2492.0
2020-03-27 00:00:00,244.5,255.6,244.6,256.9,119838.0,3080265.41,120000.0,42312.0,2491.0
2020-03-30 00:00:00,236.6,252.0,234.9,248.9,161038.0,4038821.72,127681.0,43143.0,2491.0
2020-03-31 00:00:00,248.0,265.3,248.0,264.0,178465.0,4742781.45,126905.0,43960.0,2493.0
2020-04-01 00:00:00,256.5,262.2,256.9,262.8,130223.0,3456422.21,124423.0,43890.0,17246.0
2020-04-02 00:00:00,282.5,289.0,268.6,276.5,236701.0,6597517.93,127538.0,47568.0,14774.0
2020-04-03 00:00:00,276.6,283.5,278.4,285.0,245842.0,7079588.53,125673.0,46215.0,13805.0
2020-04-07 00:00:00,290.3,297.7,289.0,295.8,147103.0,4400276.08,125178.0,46206.0,12612.0
2020-04-08 00:00:00,285.9,292.8,285.3,292.4,140931.0,4164238.02,126392.0,47072.0,12234.0
2020-04-09 00:00:00,295.0,301.6,293.3,300.2,127799.0,3880540.8,128657.0,48615.0,11151.0
2020-04-10 00:00:00,283.2,290.0,284.5,291.7,112380.0,3322972.87,132012.0,48204.0,11019.0
2020-04-13 00:00:00,277.4,285.1,287.8,294.3,199777.0,5990984.72,140370.0,51621.0,10173.0
2020-04-14 00:00:00,273.2,280.8,275.7,283.7,157955.0,4571496.77,151761.0,55641.0,9940.0
2020-04-15 00:00:00,266.7,274.5,267.3,274.7,179702.0,5065513.84,159853.0,57263.0,9605.0
2020-04-16 00:00:00,249.0,258.6,255.7,266.8,245072.0,6777470.94,172246.0,62522.0,9595.0
2020-04-17 00:00:00,246.1,253.7,248.1,252.1,329119.0,8611568.01,184680.0,67631.0,8621.0
2020-04-20 00:00:00,236.6,242.8,233.1,240.7,245870.0,6162105.77,188352.0,65372.0,8012.0
2020-04-21 00:00:00,224.0,229.2,228.2,234.1,339412.0,8339312.09,187159.0,61152.0,7830.0
2020-04-22 00:00:00,205.3,210.6,205.3,212.1,46196.0,1070307.55,185398.0,58591.0,7719.0
2020-04-23 00:00:00,219.5,227.5,211.8,221.0,390325.0,9187950.82,181377.0,51631.0,7156.0
2020-04-24 00:00:00,224.9,245.1,225.3,246.2,288590.0,7062445.91,179898.0,52597.0,7191.0
2020-04-27 00:00:00,211.3,230.9,221.5,235.1,329901.0,7685100.41,182933.0,52823.0,6635.0
2020-04-28 00:00:00,202.3,232.4,203.9,230.0,390364.0,8932858.43,185863.0,53256.0,6553.0
2020-04-29 00:00:00,220.4,243.7,211.2,243.5,401718.0,9720763.86,178305.0,52345.0,6553.0
2020-04-30 00:00:00,230.0,248.7,220.4,252.6,306327.0,7794416.24,177989.0,50433.0,6153.0
2020-05-06 00:00:00,246.4,263.6,248.9,267.3,218525.0,5847967.88,172376.0,53158.0,36320.0
2020-05-07 00:00:00,247.2,261.4,246.3,261.4,319364.0,8244697.91,172197.0,53700.0,36215.0
2020-05-08 00:00:00,248.6,262.3,247.4,261.5,406002.0,10536884.64,169041.0,53036.0,34898.0
2020-05-11 00:00:00,243.3,258.8,243.8,259.0,379840.0,9722510.76,170031.0,54447.0,33388.0
2020-05-12 00:00:00,238.4,253.2,241.1,256.4,237654.0,6056655.7,173281.0,56336.0,31894.0
2020-05-13 00:00:00,235.4,251.3,237.7,252.6,269379.0,6849210.51,178904.0,60878.0,29610.0
2020-05-14 00:00:00,229.5,245.3,230.9,247.0,309974.0,7781079.82,186426.0,64551.0,27802.0
2020-05-15 00:00:00,243.8,259.5,238.5,254.8,367845.0,9524020.52,186838.0,65371.0,24861.0
2020-05-18 00:00:00,252.3,267.6,247.3,263.0,387096.0,10329892.89,185926.0,68376.0,20930.0
2020-05-19 00:00:00,254.7,267.4,257.9,271.9,494794.0,13649847.58,183832.0,70466.0,15679.0
2020-05-20 00:00:00,254.8,268.6,254.8,267.9,264947.0,7218652.72,185175.0,70339.0,15189.0
2020-05-21 00:00:00,265.4,278.2,260.9,274.8,310613.0,8701652.01,186997.0,70909.0,15051.0
2020-05-22 00:00:00,251.7,265.7,256.7,270.7,404413.0,11173657.13,184415.0,67052.0,14911.0
2020-05-25 00:00:00,258.7,271.7,236.1,268.3,297887.0,8109777.19,183561.0,66497.0,14804.0
2020-05-26 00:00:00,260.2,274.8,258.7,273.5,194898.0,5458589.33,186721.0,65163.0,13411.0
2020-05-27 00:00:00,257.7,272.8,259.6,272.8,257246.0,7169959.55,184166.0,61099.0,12239.0
2020-05-28 00:00:00,259.0,273.1,258.6,273.2,306945.0,8547816.57,179336.0,54898.0,12512.0
2020-05-29 00:00:00,261.4,275.2,260.1,275.2,249678.0,7007248.91,176872.0,51200.0,12611.0
2020-06-01 00:00:00,278.1,278.1,276.8,276.8,212364.0,6016055.04,158860.0,49546.0,49546.0
2020-06-02 00:00:00,278.6,278.6,278.1,278.1,166228.0,4735749.56,157497.0,47944.0,47944.0
2020-06-03 00:00:00,290.6,290.6,286.0,286.0,278174.0,8126426.64,156064.0,48271.0,48271.0
2020-06-04 00:00:00,280.4,280.4,283.8,283.8,269822.0,7821636.14,156800.0,44711.0,44711.0
2020-06-05 00:00:00,284.9,284.9,282.2,282.2,192308.0,5548670.67,157516.0,42850.0,42850.0
2020-06-08 00:00:00,295.7,295.7,292.2,292.2,321949.0,9665999.8,151537.0,39965.0,39965.0
2020-06-09 00:00:00,289.2,289.2,290.3,290.3,238203.0,7094207.52,151113.0,36243.0,36243.0
2020-06-10 00:00:00,286.3,286.3,288.1,288.1,189391.0,5600873.57,152293.0,34684.0,34684.0
2020-06-11 00:00:00,281.5,281.5,285.0,285.0,235319.0,6899600.06,154578.0,32708.0,32708.0
2020-06-12 00:00:00,266.0,266.0,270.5,270.5,360644.0,10115875.66,156683.0,29863.0,29863.0
2020-06-15 00:00:00,260.6,260.6,268.4,268.4,359642.0,10065850.76,159685.0,24999.0,24999.0
2020-06-16 00:00:00,275.5,275.5,268.6,268.6,328473.0,9376673.7,156004.0,17438.0,17438.0
2020-06-17 00:00:00,279.5,294.6,279.9,294.7,326642.0,9774912.83,153050.0,53464.0,16246.0
2020-06-18 00:00:00,280.7,295.3,279.2,294.4,198352.0,5921438.9,153974.0,54176.0,15890.0
2020-06-19 00:00:00,285.1,299.3,282.7,296.5,164851.0,4968077.51,152773.0,54343.0,15460.0
2020-06-22 00:00:00,283.4,297.3,284.4,298.6,256558.0,7766130.83,148931.0,52787.0,12827.0
2020-06-23 00:00:00,283.5,298.6,284.5,298.5,212503.0,6448098.89,146446.0,51311.0,12613.0
2020-06-24 00:00:00,285.0,299.0,284.2,298.6,165057.0,4999640.31,140826.0,46193.0,12252.0
2020-06-29 00:00:00,272.6,285.7,285.1,287.3,118558.0,3492761.92,145818.0,45778.0,11677.0
2020-06-30 00:00:00,280.0,292.4,283.7,292.0,154293.0,4578405.14,142149.0,42889.0,11172.0
2020-07-01 00:00:00,293.3,293.3,291.4,291.4,147574.0,4370634.44,130712.0,43110.0,43110.0
2020-07-02 00:00:00,298.2,298.2,294.7,294.7,183114.0,5483981.28,131558.0,43621.0,43621.0
2020-07-03 00:00:00,297.8,297.8,298.6,298.6,149790.0,4543102.72,128727.0,41984.0,41984.0
2020-07-06 00:00:00,298.7,298.7,296.8,296.8,127531.0,3866293.65,125830.0,39973.0,39973.0
2020-07-07 00:00:00,295.9,295.9,297.6,297.6,139390.0,4235068.23,126038.0,38742.0,38742.0
2020-07-08 00:00:00,298.7,298.7,298.9,298.9,151448.0,4620847.68,124683.0,37360.0,37360.0
2020-07-09 00:00:00,298.9,298.9,299.1,299.1,119039.0,3636533.37,123464.0,34957.0,34957.0
2020-07-10 00:00:00,292.1,292.1,293.9,293.9,193722.0,5826546.68,126972.0,34547.0,34547.0
2020-07-13 00:00:00,295.5,295.5,296.1,296.1,147834.0,4480634.97,122101.0,31393.0,31393.0
2020-07-14 00:00:00,292.3,292.3,292.9,292.9,160672.0,4827303.63,125067.0,30277.0,30277.0
2020-07-15 00:00:00,294.6,294.6,294.5,294.5,139331.0,4203872.87,120874.0,28074.0,28074.0
2020-07-16 00:00:00,288.7,288.7,292.8,292.8,236626.0,7165146.09,128093.0,26592.0,26592.0
2020-07-17 00:00:00,287.9,300.7,289.9,302.4,139860.0,4207046.42,131750.0,55941.0,23751.0
2020-07-20 00:00:00,280.1,293.3,283.7,296.9,160605.0,4768744.31,138647.0,62668.0,20947.0
2020-07-21 00:00:00,285.5,299.4,284.7,298.0,149578.0,4474487.98,134085.0,62962.0,16218.0
2020-07-22 00:00:00,287.3,301.3,288.9,302.7,131954.0,4031866.37,131562.0,60398.0,15991.0
2020-07-23 00:00:00,288.1,301.1,286.5,299.7,112536.0,3407111.12,130786.0,59014.0,15882.0
2020-07-24 00:00:00,283.1,295.8,285.6,298.9,135615.0,4092500.55,133018.0,60664.0,15661.0
2020-07-27 00:00:00,280.6,294.8,281.9,295.3,123553.0,3688058.15,132380.0,59110.0,15482.0
2020-07-28 00:00:00,276.6,291.9,283.1,291.4,151654.0,4467600.16,136658.0,61056.0,15107.0
2020-07-29 00:00:00,278.1,291.1,276.5,290.1,117302.0,3448826.59,137559.0,59686.0,14384.0
2020-07-30 00:00:00,277.7,290.9,279.1,292.9,120812.0,3581629.79,135498.0,56108.0,14365.0
2020-07-31 00:00:00,273.1,286.1,277.3,285.7,233110.0,6763201.58,139585.0,54559.0,13859.0
2020-08-03 00:00:00,279.7,279.7,281.9,281.9,165746.0,4748208.85,136247.0,57591.0,57591.0
2020-08-04 00:00:00,281.3,281.3,282.3,282.3,137599.0,3948716.66,133856.0,53007.0,53007.0
2020-08-05 00:00:00,280.0,280.0,280.2,280.2,149330.0,4272717.8,132195.0,50913.0,50913.0
2020-08-06 00:00:00,282.9,282.9,283.2,283.2,212480.0,6149880.13,131069.0,48927.0,48927.0
2020-08-07 00:00:00,281.8,281.8,282.6,282.6,123355.0,3552138.88,132241.0,47850.0,47850.0
2020-08-10 00:00:00,284.3,284.3,282.4,282.4,129886.0,3739613.88,129846.0,45408.0,45408.0
2020-08-11 00:00:00,285.3,285.3,284.8,284.8,116624.0,3387928.86,127169.0,42609.0,42609.0
2020-08-12 00:00:00,284.2,284.2,283.7,283.7,172524.0,5005094.63,128990.0,37696.0,37696.0
2020-08-13 00:00:00,282.7,282.7,283.7,283.7,87026.0,2518840.12,127398.0,35515.0,35515.0
2020-08-14 00:00:00,282.3,282.3,282.2,282.2,78162.0,2263297.66,127684.0,33260.0,33260.0
2020-08-17 00:00:00,279.2,279.2,280.2,280.2,94589.0,2721702.25,131414.0,27950.0,27950.0
2020-08-18 00:00:00,274.0,284.1,278.2,287.9,152130.0,4394645.37,142732.0,69492.0,21825.0
2020-08-19 00:00:00,277.6,288.8,277.2,287.6,135221.0,3906632.14,133816.0,67356.0,15518.0
2020-08-20 00:00:00,278.7,288.8,278.0,289.1,80629.0,2358790.9,132623.0,66287.0,14942.0
2020-08-21 00:00:00,276.2,286.3,277.2,286.1,100900.0,2929584.5,133550.0,67020.0,13428.0
2020-08-24 00:00:00,278.7,288.7,278.1,287.4,146880.0,4279669.16,124226.0,58746.0,12897.0
2020-08-25 00:00:00,283.3,293.3,280.2,290.9,102949.0,3038820.42,122101.0,55216.0,12701.0
2020-08-26 00:00:00,284.3,294.4,285.1,294.9,99720.0,2986002.8,123918.0,54670.0,12650.0
2020-08-27 00:00:00,284.2,294.9,284.0,294.8,65217.0,1957439.35,123517.0,52889.0,12356.0
2020-08-28 00:00:00,283.1,293.6,283.5,293.6,100784.0,3012082.43,124806.0,52043.0,12226.0
2020-08-31 00:00:00,288.7,298.0,284.6,296.2,102262.0,3083969.47,127475.0,52152.0,12200.0
2020-09-01 00:00:00,294.8,294.8,295.5,295.5,87796.0,2642559.09,115683.0,50094.0,50094.0
2020-09-02 00:00:00,292.7,292.7,293.7,293.7,77106.0,2316529.41,119538.0,50658.0,50658.0
2020-09-03 00:00:00,285.8,285.8,288.2,288.2,131565.0,3882534.63,128645.0,53164.0,53164.0
2020-09-04 00:00:00,284.4,284.4,284.9,284.9,106348.0,3093252.34,129023.0,51074.0,51074.0
2020-09-07 00:00:00,272.5,272.5,278.6,278.6,182422.0,5209212.85,138155.0,50044.0,50044.0
2020-09-08 00:00:00,269.1,269.1,272.9,272.9,110979.0,3118690.45,139774.0,45209.0,45209.0
2020-09-09 00:00:00,251.0,251.0,252.7,252.7,189030.0,5006058.99,140177.0,37045.0,37045.0
2020-09-10 00:00:00,248.2,248.2,250.1,250.1,251398.0,6581083.11,132834.0,21330.0,21330.0
2020-09-11 00:00:00,243.3,243.3,247.5,247.5,195734.0,5147426.17,139803.0,13910.0,13910.0
2020-09-14 00:00:00,246.5,262.0,245.1,261.2,136763.0,3621031.92,138187.0,54742.0,12494.0
2020-09-15 00:00:00,245.4,260.7,245.5,261.0,92737.0,2454243.57,139417.0,55503.0,11890.0
2020-09-16 00:00:00,255.3,270.6,248.7,266.9,176169.0,4769352.01,133191.0,52710.0,10598.0
2020-09-17 00:00:00,254.4,270.0,255.4,271.5,145543.0,3998467.65,129447.0,50992.0,8946.0
2020-09-18 00:00:00,262.7,277.8,259.2,274.7,146313.0,4075119.89,127264.0,49924.0,8627.0
2020-09-21 00:00:00,262.4,276.7,262.6,279.0,141243.0,3989697.91,126095.0,49227.0,8045.0
2020-09-22 00:00:00,249.5,264.8,255.0,267.8,242478.0,6594417.38,125340.0,47968.0,7978.0
2020-09-23 00:00:00,250.0,265.0,249.1,265.8,138727.0,3740840.5,123292.0,45711.0,7305.0
2020-09-24 00:00:00,261.7,261.7,265.0,265.0,190747.0,5138177.68,116541.0,45061.0,45061.0
2020-09-25 00:00:00,266.7,266.7,265.6,265.6,146525.0,3954759.29,109051.0,38802.0,38802.0
2020-09-28 00:00:00,262.3,262.3,264.4,264.4,159415.0,4305009.15,109915.0,37329.0,37329.0
2020-09-29 00:00:00,265.6,265.6,264.9,264.9,118062.0,3192845.9,102120.0,31357.0,31357.0
2020-09-30 00:00:00,254.7,254.7,258.2,258.2,192947.0,5091873.72,105402.0,30004.0,30004.0
2020-10-09 00:00:00,264.5,264.5,264.3,264.3,69176.0,1882821.62,101567.0,25790.0,25790.0
2020-10-12 00:00:00,262.8,262.8,263.0,263.0,118838.0,3215443.06,105023.0,24175.0,24175.0
2020-10-13 00:00:00,259.7,259.7,259.6,259.6,141145.0,3784136.67,110465.0,23039.0,23039.0
2020-10-14 00:00:00,257.1,257.1,257.9,257.9,130568.0,3480432.31,114032.0,22270.0,22270.0
2020-10-15 00:00:00,260.2,260.2,260.6,260.6,137670.0,3718037.2,109211.0,17480.0,17480.0
2020-10-16 00:00:00,258.5,271.4,257.5,270.3,217352.0,5858128.98,110834.0,50896.0,14326.0
2020-10-19 00:00:00,258.8,271.6,259.9,272.8,151825.0,4153079.67,112093.0,52765.0,12230.0
2020-10-20 00:00:00,257.6,270.7,258.3,271.2,142910.0,3892284.31,116207.0,56170.0,10127.0
2020-10-21 00:00:00,256.9,269.8,257.5,270.0,134288.0,3677049.04,117658.0,56398.0,9707.0
2020-10-22 00:00:00,253.8,266.7,253.5,267.0,178523.0,4827791.67,125161.0,59576.0,9520.0
2020-10-23 00:00:00,252.6,265.3,253.8,266.7,129019.0,3480911.99,123630.0,57236.0,9318.0
2020-10-26 00:00:00,243.4,255.8,249.3,260.7,181006.0,4803969.0,133692.0,59198.0,9224.0
2020-10-27 00:00:00,244.3,256.4,243.6,255.6,149167.0,3867705.46,133579.0,56017.0,9193.0
2020-10-28 00:00:00,239.4,252.0,243.7,254.9,173288.0,4479222.26,133145.0,54461.0,7827.0
2020-10-29 00:00:00,224.1,237.7,229.4,241.3,254767.0,6267331.61,136369.0,51848.0,7821.0
2020-10-30 00:00:00,215.0,223.7,211.8,227.4,360414.0,8358281.49,134730.0,45499.0,7833.0
2020-11-02 00:00:00,221.0,221.0,224.3,224.3,269404.0,6185660.28,129443.0,42866.0,42866.0
2020-11-03 00:00:00,229.3,229.3,229.6,229.6,237113.0,5546056.19,125356.0,38985.0,38985.0
2020-11-04 00:00:00,238.2,238.2,235.0,235.0,255901.0,6157306.15,119968.0,33329.0,33329.0
2020-11-05 00:00:00,234.2,234.2,236.4,236.4,202514.0,4894618.13,117096.0,30813.0,30813.0
2020-11-06 00:00:00,230.7,230.7,234.6,234.6,196561.0,4713826.52,119265.0,29762.0,29762.0
2020-11-09 00:00:00,237.2,237.2,234.1,234.1,236789.0,5720628.21,120508.0,28635.0,28635.0
2020-11-10 00:00:00,248.1,248.1,248.3,248.3,249560.0,6346932.41,115220.0,23172.0,23172.0
2020-11-11 00:00:00,255.9,255.9,251.5,251.5,195739.0,5052720.84,115311.0,21878.0,21878.0
2020-11-12 00:00:00,251.9,251.9,254.0,254.0,209633.0,5467878.91,112783.0,17493.0,17493.0
2020-11-13 00:00:00,248.5,248.5,252.2,252.2,195320.0,5063330.42,114895.0,16157.0,16157.0
2020-11-16 00:00:00,251.9,260.8,250.9,258.3,186035.0,4806055.32,115243.0,52389.0,12579.0
2020-11-17 00:00:00,250.0,259.8,253.0,261.9,169091.0,4441512.37,116577.0,55467.0,10201.0
2020-11-18 00:00:00,249.6,259.7,249.7,259.6,179997.0,4691505.23,118992.0,58442.0,7961.0
2020-11-19 00:00:00,251.0,260.9,251.4,260.8,142368.0,3750606.26,119400.0,58109.0,7718.0
2020-11-20 00:00:00,250.8,260.6,252.1,261.6,120247.0,3173427.01,119128.0,57646.0,7572.0
2020-11-23 00:00:00,257.7,267.9,254.6,264.0,164704.0,4389189.85,121962.0,58745.0,7275.0
2020-11-24 00:00:00,269.6,281.4,260.8,272.5,246021.0,6785511.17,133072.0,59783.0,6914.0
2020-11-25 00:00:00,279.0,289.8,271.4,289.2,319525.0,9354325.27,133453.0,55607.0,6283.0
2020-11-26 00:00:00,278.1,288.5,279.6,291.2,242947.0,7174395.47,134738.0,52849.0,5739.0
2020-11-27 00:00:00,279.0,289.1,279.3,289.2,189404.0,5547699.82,131896.0,50022.0,5636.0
2020-11-30 00:00:00,275.0,281.6,279.8,287.4,235392.0,6872251.39,130469.0,47247.0,5836.0
2020-12-01 00:00:00,286.7,286.7,286.8,286.8,214399.0,6235602.14,123549.0,43889.0,43889.0
2020-12-02 00:00:00,284.1,284.1,284.7,284.7,176697.0,5106296.88,123232.0,41724.0,41724.0
2020-12-03 00:00:00,286.8,286.8,288.0,288.0,202008.0,5914890.27,122157.0,40457.0,40457.0
2020-12-04 00:00:00,295.9,295.9,292.2,292.2,306110.0,9111458.0,125828.0,39696.0,39696.0
2020-12-07 00:00:00,293.9,293.9,293.8,293.8,185396.0,5539729.53,123235.0,35128.0,35128.0
2020-12-08 00:00:00,283.6,283.6,290.3,290.3,193776.0,5743652.0,119165.0,31476.0,31476.0
2020-12-09 00:00:00,284.8,284.8,284.7,284.7,168804.0,4913852.0,114071.0,24896.0,24896.0
2020-12-10 00:00:00,282.6,282.6,285.0,285.0,188254.0,5493626.0,110727.0,20455.0,20455.0
2020-12-11 00:00:00,288.3,288.3,290.6,290.6,302085.0,9080869.04,107269.0,14189.0,14189.0
2020-12-14 00:00:00,291.7,304.9,289.3,303.2,162165.0,4897906.0,103719.0,52978.0,5932.0
2020-12-15 00:00:00,288.4,300.5,288.5,302.3,198674.0,6036525.0,103744.0,53101.0,5019.0
2020-12-16 00:00:00,291.0,301.8,290.2,302.1,135847.0,4130521.0,101570.0,52274.0,4091.0
2020-12-17 00:00:00,302.0,314.7,297.7,309.1,202441.0,6287976.0,105804.0,56815.0,3136.0
2020-12-18 00:00:00,304.0,315.4,303.1,316.0,157631.0,5004227.0,102668.0,54191.0,2646.0
2020-12-21 00:00:00,299.0,308.8,298.6,315.3,245322.0,7763317.0,99169.0,51355.0,2017.0
2020-12-22 00:00:00,286.0,295.2,291.6,304.5,243483.0,7450103.0,93757.0,48019.0,2040.0
2020-12-23 00:00:00,278.9,291.4,278.3,294.7,231482.0,6861898.0,89043.0,42333.0,1993.0
2020-12-24 00:00:00,281.6,307.2,279.8,301.1,248464.0,7531081.0,87334.0,38799.0,1992.0
2020-12-25 00:00:00,309.6,309.6,306.9,306.9,159315.0,4913744.0,83876.0,36595.0,36595.0
2020-12-28 00:00:00,306.6,306.6,308.3,308.3,139518.0,4329107.57,83573.0,34910.0,34910.0
2020-12-29 00:00:00,305.0,305.0,307.2,307.2,172316.0,5323321.32,83680.0,33646.0,33646.0
2020-12-30 00:00:00,305.1,305.1,304.7,304.7,175906.0,5393690.0,82481.0,31171.0,31171.0
2020-12-31 00:00:00,301.7,301.7,303.3,303.3,165060.0,5043362.0,84680.0,31114.0,31114.0
2021-01-04 00:00:00,320.1,320.1,313.9,313.9,140157.0,4441255.87,89184.0,32033.0,32033.0
2021-01-05 00:00:00,311.1,311.1,313.4,313.4,225466.0,7123196.0,90161.0,28425.0,28425.0
2021-01-06 00:00:00,323.7,323.7,319.3,319.3,245435.0,7908245.0,95983.0,27801.0,27801.0
2021-01-07 00:00:00,335.3,335.3,327.6,327.6,230610.0,7631817.0,104022.0,28196.0,28196.0
2021-01-08 00:00:00,336.5,336.5,332.7,332.7,208562.0,7008767.0,108336.0,27427.0,27427.0
2021-01-11 00:00:00,325.7,325.7,336.0,336.0,272508.0,9253222.0,100161.0,21499.0,21499.0
2021-01-12 00:00:00,336.9,336.9,332.2,332.2,210534.0,7073996.0,97131.0,20129.0,20129.0
2021-01-13 00:00:00,342.4,342.4,340.0,340.0,178099.0,6142647.0,100629.0,18408.0,18408.0
2021-01-14 00:00:00,334.4,342.4,335.9,343.9,199175.0,6819672.0,98334.0,46676.0,13723.0
2021-01-15 00:00:00,329.4,339.4,332.2,341.2,220572.0,7512365.0,93911.0,46932.0,7296.0
2021-01-18 00:00:00,323.9,333.0,326.1,332.5,209781.0,6987232.0,91922.0,46064.0,5191.0
2021-01-19 00:00:00,330.2,334.3,328.4,335.4,123262.0,4143070.0,90540.0,45654.0,3665.0
2021-01-20 00:00:00,340.1,342.7,337.3,339.7,145742.0,4965400.0,92877.0,47340.0,3536.0
2021-01-21 00:00:00,336.5,340.0,336.2,341.1,137533.0,4703629.0,91600.0,45812.0,3355.0
